averageMonthlyHours,satisfaction,evaluation,yearsAtCompany,turnover
266,14,93,4,0
302,49,91,3,0
295,97,78,3,0
279,91,60,4,0
257,15,98,2,0
275,82,63,3,0
276,67,87,4,0
278,50,96,3,0
279,57,39,3,0
274,99,94,2,0
282,97,94,2,0
276,93,58,2,0
282,62,60,2,0
261,62,51,2,0
265,96,61,3,0
270,98,96,3,0
271,52,57,3,0
275,56,77,4,0
272,14,41,3,0
281,29,38,5,0
294,76,81,3,0
284,39,58,3,0
257,96,72,2,0
290,84,93,4,0
266,81,62,3,0
275,51,51,4,0
279,87,75,3,0
274,94,77,4,0
283,69,97,3,0
279,44,53,3,0
278,85,55,3,0
286,18,86,3,0
271,91,74,2,0
286,81,83,3,0
294,82,59,2,0
283,48,79,2,0
276,92,84,3,0
258,94,88,4,0
284,100,56,3,0
273,96,91,3,0
271,24,74,4,0
271,62,89,3,0
271,55,76,3,0
262,82,52,2,0
254,62,56,4,0
274,61,69,2,0
259,72,52,4,0
287,45,76,2,0
268,51,93,4,0
269,42,53,5,0
285,69,64,3,0
285,61,66,3,0
288,50,98,4,0
280,25,68,5,0
288,88,89,3,0
269,81,66,2,0
276,75,77,4,0
269,77,80,3,0
281,55,72,2,0
289,70,73,2,0
284,96,78,2,0
272,18,73,4,0
275,22,62,3,0
270,95,49,2,0
262,37,71,4,0
276,84,45,2,0
272,80,68,3,0
297,57,55,2,0
268,98,63,2,0
270,95,62,3,0
273,80,65,3,0
263,52,70,3,0
290,31,62,3,0
282,71,59,2,0
284,71,85,3,0
268,50,96,4,0
290,95,90,5,0
269,95,77,4,0
274,65,85,3,0
281,94,72,2,0
287,72,85,3,0
267,94,79,2,0
258,79,94,4,0
264,60,58,3,0
288,62,76,3,0
276,94,74,5,0
270,24,50,3,0
274,17,71,4,0
274,66,83,4,0
291,65,56,2,0
265,51,62,2,0
265,41,75,3,0
270,98,99,3,0
285,96,55,2,0
281,55,97,4,0
278,99,71,3,0
274,51,98,3,0
282,74,90,3,0
272,81,87,3,0
267,51,87,4,0
281,53,55,2,0
283,67,48,2,0
292,68,64,2,0
275,69,63,3,0
293,71,65,3,0
299,64,56,3,0
264,62,58,2,0
288,81,50,3,0
277,84,54,2,0
288,100,67,2,0
291,72,73,4,0
284,57,67,2,0
268,73,99,4,0
293,91,59,4,0
285,98,85,3,0
270,58,95,3,0
284,73,52,5,0
290,96,95,2,0
273,57,98,5,0
296,77,73,2,0
258,30,85,3,0
268,85,75,3,0
281,49,83,6,0
286,77,43,6,0
280,100,99,4,0
274,85,74,3,0
274,87,75,3,0
272,90,79,6,0
279,71,80,4,0
285,59,56,4,0
286,85,74,3,0
274,72,82,3,0
250,73,65,3,0
273,90,54,2,0
285,59,65,2,0
268,52,90,3,0
295,85,49,3,0
270,35,40,3,0
290,70,68,4,0
266,58,86,3,0
261,89,50,4,0
265,54,63,3,0
276,55,89,3,0
272,77,62,3,0
276,55,61,4,0
267,60,77,3,0
288,75,90,3,0
287,57,88,3,0
259,69,94,3,0
278,87,98,3,0
289,69,36,6,0
279,58,92,5,0
267,87,64,6,0
260,71,77,2,0
269,74,78,2,0
274,75,53,3,0
275,50,54,2,0
268,59,86,2,0
261,81,84,3,0
272,34,55,2,0
275,53,87,3,0
295,94,85,4,0
281,76,77,2,0
273,20,58,4,0
276,97,67,2,0
288,96,72,2,0
255,81,50,3,0
289,20,48,4,0
261,53,71,2,0
258,75,76,4,0
299,55,91,3,0
258,58,65,2,0
280,99,64,4,0
273,96,86,3,0
255,82,92,2,0
293,88,77,5,0
274,78,97,4,0
292,46,47,5,0
283,88,59,2,0
282,91,55,4,0
259,60,68,4,0
284,82,51,2,0
281,67,56,3,0
251,55,61,3,0
267,73,62,4,0
265,59,68,2,0
250,40,65,2,0
286,56,99,2,0
281,87,57,2,0
275,50,53,3,0
270,98,79,4,0
282,71,96,3,0
299,72,89,3,0
259,50,83,2,0
284,89,56,2,0
289,56,68,3,0
291,32,55,5,0
284,96,88,2,0
287,67,92,2,0
279,26,70,6,0
268,51,90,4,0
279,16,78,5,0
278,77,71,2,0
277,67,52,5,0
284,36,77,2,0
281,69,82,5,0
294,72,76,4,0
284,72,81,2,0
262,88,95,3,0
272,91,55,2,0
288,96,60,2,0
288,49,80,4,0
279,59,97,3,0
254,80,87,3,0
277,91,67,3,0
265,18,79,5,0
275,94,58,2,0
278,44,61,4,0
278,96,59,2,0
283,55,97,3,0
289,99,54,3,0
273,75,88,2,0
282,66,78,3,0
267,96,57,3,0
279,60,86,4,0
266,64,78,4,0
279,85,80,2,0
262,30,53,6,0
273,74,95,3,0
280,14,80,3,0
264,93,76,3,0
275,75,48,5,0
266,58,63,3,0
271,59,60,4,0
283,20,90,6,0
251,100,84,2,0
275,51,51,3,0
277,16,72,6,0
272,77,56,4,0
285,61,47,3,0
264,73,51,2,0
292,52,85,3,0
274,13,72,3,0
285,73,62,3,0
264,39,68,3,0
278,92,80,4,0
290,34,78,4,0
292,94,51,2,0
266,82,65,3,0
289,26,69,3,0
267,78,53,2,0
268,61,95,2,0
269,50,53,2,0
279,52,96,3,0
285,89,79,3,0
288,85,52,2,0
264,62,86,3,0
278,38,67,3,0
292,55,49,5,0
282,83,84,3,0
250,62,65,3,0
263,60,54,3,0
268,62,50,3,0
271,23,88,3,0
284,13,74,4,0
283,96,63,4,0
277,50,74,3,0
271,66,72,2,0
267,61,72,2,0
277,45,48,5,0
279,50,95,3,0
296,75,82,2,0
270,88,50,2,0
278,49,79,2,0
272,82,87,6,0
274,92,65,3,0
258,40,85,2,0
276,36,61,4,0
273,80,99,3,0
284,68,65,3,0
270,54,45,3,0
271,73,69,2,0
295,64,49,2,0
273,12,39,4,0
285,60,70,6,0
277,36,62,6,0
280,63,76,2,0
280,67,94,3,0
267,83,90,2,0
279,48,90,3,0
256,89,56,5,0
290,71,96,3,0
286,31,59,2,0
278,89,84,2,0
269,38,51,3,0
287,88,92,3,0
280,64,85,3,0
278,65,74,3,0
268,65,81,3,0
283,54,97,3,0
278,69,76,4,0
283,77,78,3,0
279,28,66,2,0
271,33,40,6,0
290,83,68,3,0
271,89,73,2,0
276,76,60,2,0
286,83,64,2,0
284,57,85,3,0
277,61,89,4,0
264,96,89,6,0
276,17,50,6,0
282,61,60,2,0
282,73,74,2,0
263,30,39,3,0
268,42,67,3,0
255,65,75,4,0
267,17,45,3,0
269,12,82,4,0
278,70,78,2,0
278,87,88,2,0
277,43,44,3,0
283,84,65,2,0
278,94,55,3,0
289,89,76,2,0
285,69,75,3,0
271,18,99,5,0
279,98,69,3,0
278,30,88,4,0
274,51,53,3,0
270,76,90,6,0
284,67,96,3,0
275,12,84,6,0
271,42,41,2,0
289,69,76,3,0
279,63,96,2,0
288,66,62,3,0
264,50,50,2,0
270,67,82,2,0
270,59,62,3,0
262,75,78,3,0
268,88,89,2,0
262,99,75,3,0
284,44,42,2,0
279,65,78,2,0
274,88,63,4,0
279,58,79,4,0
269,99,90,3,0
267,76,71,2,0
269,14,98,5,0
275,57,86,2,0
271,52,82,2,0
290,71,55,3,0
263,27,75,3,0
266,49,52,2,0
278,59,50,2,0
260,24,65,5,0
259,18,87,4,0
269,73,62,3,0
277,78,63,6,0
273,94,73,2,0
285,86,53,3,0
286,97,88,2,0
288,49,54,3,0
281,82,48,6,0
275,86,64,2,0
266,30,39,3,0
264,70,38,2,0
255,80,78,3,0
275,36,63,4,0
279,40,61,2,0
272,80,58,2,0
272,98,73,4,0
270,92,67,3,0
272,68,100,4,0
266,100,59,3,0
251,80,54,4,0
300,85,69,4,0
265,69,60,2,0
279,57,52,2,0
268,33,72,2,0
267,19,48,3,0
277,50,63,2,0
267,52,88,4,0
288,13,52,3,0
278,18,73,5,0
292,86,64,3,0
283,86,59,3,0
277,16,76,6,0
269,43,46,3,0
276,79,63,2,0
274,51,67,3,0
281,83,55,3,0
288,61,45,3,0
283,65,57,2,0
276,95,83,2,0
268,63,64,4,0
280,72,60,2,0
263,80,57,3,0
286,70,57,4,0
277,45,79,6,0
278,64,85,2,0
286,94,48,4,0
293,57,76,2,0
280,35,56,2,0
279,75,81,4,0
280,70,92,3,0
282,70,47,3,0
291,61,62,3,0
299,78,87,3,0
289,97,77,2,0
268,51,76,2,0
270,56,71,3,0
277,87,55,3,0
294,64,78,3,0
267,60,85,2,0
270,90,76,2,0
264,54,62,2,0
283,23,80,3,0
288,80,81,4,0
273,23,78,6,0
300,81,51,2,0
275,35,60,5,0
284,67,80,2,0
288,46,60,5,0
287,84,98,5,0
270,92,79,4,0
256,75,93,3,0
277,70,57,2,0
276,70,75,3,0
289,90,81,5,0
279,80,100,2,0
270,50,65,6,0
269,84,72,2,0
258,48,94,2,0
268,98,87,6,0
306,64,96,4,0
264,58,53,4,0
289,66,89,3,0
271,76,98,2,0
279,32,42,3,0
285,49,87,2,0
271,81,51,2,0
278,42,48,5,0
272,17,85,3,0
271,49,59,3,0
289,34,69,2,0
266,86,81,4,0
307,51,71,3,0
274,49,99,3,0
258,49,63,2,0
271,51,59,3,0
270,64,52,3,0
262,62,85,2,0
267,81,52,6,0
270,95,57,3,0
272,88,66,4,0
271,87,68,4,0
281,73,68,2,0
265,98,73,3,0
277,77,48,6,0
275,76,99,3,0
253,21,93,2,0
275,72,63,3,0
293,41,56,2,0
273,90,56,2,0
270,96,90,2,0
273,61,48,3,0
284,60,80,2,0
278,50,76,4,0
272,79,61,2,0
283,32,69,3,0
271,85,59,3,0
282,90,62,2,0
284,74,54,2,0
278,21,76,4,0
273,91,61,3,0
277,90,66,2,0
281,74,99,3,0
273,76,75,2,0
276,45,61,5,0
284,73,63,2,0
272,60,73,5,0
282,80,77,2,0
289,53,70,3,0
286,97,63,3,0
268,64,99,2,0
270,92,59,5,0
264,60,57,3,0
270,100,60,4,0
279,69,63,2,0
278,53,45,5,0
284,63,58,2,0
284,57,89,3,0
271,79,45,6,0
268,68,92,6,0
275,56,61,2,0
267,48,51,2,0
276,59,67,2,0
264,34,76,5,0
269,98,87,4,0
289,36,45,3,0
288,60,58,2,0
275,24,54,4,0
276,67,72,3,0
252,17,60,6,0
285,57,58,3,0
277,70,85,2,0
273,73,62,3,0
273,61,86,5,0
276,95,96,2,0
276,85,55,4,0
277,72,90,3,0
284,84,66,3,0
276,57,47,2,0
282,69,69,4,0
274,57,68,3,0
273,52,59,4,0
273,56,55,2,0
273,75,74,3,0
266,98,75,4,0
286,48,55,3,0
282,35,67,3,0
268,66,93,2,0
297,79,90,3,0
279,86,53,3,0
293,88,100,2,0
274,83,64,3,0
272,80,64,2,0
287,64,69,3,0
267,72,59,2,0
272,67,61,2,0
277,75,70,2,0
283,65,95,2,0
283,98,98,6,0
278,68,80,2,0
297,52,37,4,0
270,68,93,2,0
249,92,74,3,0
266,86,79,6,0
266,50,99,2,0
272,35,37,2,0
275,76,97,3,0
282,66,95,2,0
290,58,71,3,0
270,55,97,4,0
282,90,53,3,0
293,75,71,3,0
285,90,63,3,0
269,14,54,4,0
287,86,57,3,0
276,56,84,4,0
291,54,63,2,0
261,36,80,4,0
287,82,59,3,0
273,49,42,3,0
288,77,97,2,0
264,64,83,3,0
276,93,53,3,0
275,96,94,3,0
278,60,97,2,0
261,58,55,5,0
278,52,49,3,0
266,74,79,3,0
275,64,99,2,0
278,93,59,3,0
294,76,49,3,0
267,50,54,2,0
273,79,55,3,0
273,97,95,2,0
285,60,49,4,0
270,84,73,5,0
260,75,99,3,0
261,24,91,2,0
270,24,91,6,0
288,51,58,3,0
263,50,88,3,0
268,66,36,6,0
280,97,77,4,0
269,61,50,3,0
275,77,49,2,0
286,74,64,3,0
275,92,98,3,0
277,78,99,2,0
277,56,57,3,0
272,82,63,3,0
269,26,98,5,0
268,69,85,3,0
271,78,83,3,0
267,67,86,3,0
276,77,91,3,0
260,80,63,2,0
280,51,51,2,0
295,77,52,3,0
274,65,71,2,0
277,58,53,5,0
265,67,39,6,0
270,33,39,3,0
268,78,66,5,0
279,58,83,3,0
293,63,59,4,0
280,63,51,4,0
282,59,55,4,0
275,60,90,3,0
270,93,90,3,0
273,78,77,4,0
271,65,60,2,0
260,100,61,2,0
288,96,100,4,0
274,54,97,3,0
273,98,69,4,0
279,34,59,2,0
270,71,53,2,0
278,64,64,2,0
268,71,93,2,0
272,58,63,2,0
269,87,96,3,0
275,58,85,3,0
272,87,67,2,0
278,72,86,3,0
251,67,83,2,0
285,53,97,3,0
269,78,61,2,0
267,19,63,5,0
273,100,88,4,0
287,75,75,2,0
281,29,66,2,0
270,37,70,2,0
280,78,50,2,0
285,24,64,4,0
277,49,70,3,0
284,18,64,5,0
269,76,85,3,0
282,50,97,3,0
277,82,94,2,0
298,97,94,3,0
270,72,90,2,0
267,98,64,3,0
269,76,73,2,0
263,72,88,3,0
279,96,91,5,0
278,62,78,3,0
253,25,98,5,0
261,82,56,3,0
280,59,90,2,0
268,94,73,3,0
288,72,88,3,0
260,53,78,3,0
272,67,83,3,0
283,99,52,2,0
266,64,53,3,0
281,61,57,3,0
274,89,85,2,0
276,61,70,4,0
270,90,74,2,0
284,96,51,3,0
278,62,55,3,0
284,89,57,2,0
286,52,67,3,0
271,66,99,2,0
281,96,60,2,0
268,95,89,4,0
279,75,98,4,0
273,39,87,5,0
268,93,69,2,0
271,44,54,3,0
272,90,67,2,0
261,75,81,3,0
275,45,75,2,0
278,42,60,3,0
285,99,82,2,0
283,89,91,2,0
291,96,90,4,0
260,50,46,3,0
270,59,59,3,0
271,57,69,2,0
276,100,87,2,0
270,60,59,2,0
265,21,85,6,0
270,63,83,2,0
291,80,82,3,0
265,51,96,4,0
292,89,96,3,0
291,83,58,3,0
280,77,74,3,0
277,79,99,2,0
268,63,85,2,0
275,68,48,2,0
287,74,69,2,0
284,49,67,4,0
272,46,55,2,0
270,90,91,3,0
293,70,67,3,0
259,84,71,2,0
294,89,77,4,0
278,59,87,2,0
295,57,72,3,0
279,53,49,3,0
274,83,89,3,0
280,51,66,2,0
287,78,61,3,0
276,52,69,3,0
281,42,50,4,0
288,61,38,3,0
289,85,100,3,0
285,17,85,5,0
266,79,52,2,0
274,56,98,3,0
289,50,73,2,0
278,51,53,2,0
254,77,67,4,0
281,84,90,3,0
265,21,49,3,0
282,65,57,3,0
261,95,87,3,0
280,80,75,2,0
284,77,85,2,0
266,57,70,3,0
294,92,55,3,0
269,100,71,2,0
274,85,67,3,0
265,57,80,3,0
278,66,68,3,0
290,85,80,3,0
284,99,50,2,0
275,91,82,4,0
278,96,97,3,0
271,49,52,2,0
281,39,85,5,0
273,87,74,2,0
307,19,85,4,0
264,90,83,4,0
301,50,50,2,0
252,70,90,2,0
274,52,55,3,0
269,71,69,3,0
265,40,41,3,0
267,96,53,4,0
283,86,92,3,0
272,68,85,2,0
287,56,64,2,0
272,65,56,2,0
272,98,61,3,0
285,18,51,6,0
263,66,65,2,0
280,14,51,5,0
280,94,80,3,0
293,56,100,2,0
275,56,80,4,0
259,59,89,3,0
271,63,62,5,0
272,97,88,3,0
281,76,70,3,0
287,85,58,4,0
260,23,73,4,0
273,68,62,5,0
272,71,73,3,0
280,50,59,2,0
282,61,70,3,0
288,99,65,2,0
282,97,86,3,0
271,82,71,2,0
263,72,68,5,0
302,53,74,2,0
293,55,87,3,0
273,52,53,4,0
273,80,81,2,0
278,51,95,3,0
286,66,65,3,0
274,56,43,3,0
277,50,84,3,0
275,94,78,2,0
291,42,80,6,0
248,60,61,3,0
289,55,71,3,0
278,76,72,4,0
269,84,74,3,0
276,33,62,6,0
283,61,95,5,0
279,91,93,4,0
258,73,74,3,0
292,87,67,4,0
255,38,42,4,0
296,80,51,3,0
294,69,80,3,0
282,99,92,5,0
274,92,76,2,0
302,60,88,2,0
294,89,93,3,0
272,91,93,2,0
283,35,52,2,0
287,88,68,2,0
286,66,69,3,0
280,21,55,2,0
264,78,64,2,0
284,21,96,5,0
286,64,94,2,0
289,68,95,2,0
282,99,87,4,0
276,85,55,5,0
272,86,51,2,0
286,89,98,3,0
283,49,85,3,0
278,76,97,2,0
268,79,87,3,0
281,89,64,2,0
274,34,51,3,0
287,81,92,3,0
277,96,70,2,0
279,70,87,2,0
283,92,61,2,0
276,50,76,3,0
280,75,72,3,0
294,42,38,4,0
285,29,40,3,0
286,91,48,3,0
255,55,97,4,0
281,57,81,3,0
264,27,48,6,0
273,70,43,3,0
282,63,68,2,0
298,97,63,2,0
279,28,52,4,0
274,70,60,2,0
276,83,51,3,0
277,22,76,6,0
278,55,47,2,0
270,33,77,3,0
267,50,78,3,0
285,93,88,3,0
275,77,66,4,0
280,93,97,4,0
265,72,100,2,0
268,78,53,2,0
274,55,75,2,0
275,39,86,2,0
285,67,78,3,0
260,61,89,2,0
265,60,69,5,0
291,48,64,2,0
290,75,84,3,0
273,87,58,3,0
267,51,54,4,0
283,63,90,4,0
271,60,57,2,0
272,70,99,3,0
291,50,99,3,0
288,59,51,3,0
282,52,39,4,0
280,55,49,3,0
267,81,62,3,0
296,94,98,3,0
281,98,61,3,0
261,83,84,2,0
280,93,62,3,0
272,99,54,2,0
283,55,57,3,0
272,96,83,3,0
286,28,77,3,0
277,97,60,5,0
265,80,78,3,0
283,75,55,3,0
291,89,88,3,0
301,60,76,2,0
264,73,98,2,0
282,88,75,2,0
275,50,70,3,0
289,53,78,5,0
269,95,43,2,0
267,94,53,3,0
280,49,80,4,0
283,59,57,4,0
263,51,91,2,0
293,66,66,3,0
270,76,94,6,0
257,12,59,6,0
251,84,65,3,0
280,94,81,3,0
267,63,84,3,0
277,79,99,3,0
290,85,68,2,0
271,74,52,3,0
276,23,75,3,0
271,62,51,2,0
256,36,56,6,0
287,70,83,3,0
278,57,75,4,0
273,83,99,3,0
290,71,96,2,0
275,23,72,3,0
289,59,69,2,0
262,69,61,3,0
280,63,81,3,0
286,90,59,4,0
284,31,57,4,0
282,92,62,2,0
273,96,87,3,0
287,66,51,4,0
270,48,97,2,0
258,15,55,3,0
275,59,79,4,0
271,66,85,5,0
297,69,92,2,0
273,65,79,4,0
276,58,94,3,0
250,72,57,4,0
280,65,99,5,0
292,63,77,3,0
277,55,87,2,0
290,74,56,2,0
247,58,84,4,0
287,71,72,3,0
273,83,37,4,0
264,63,52,2,0
266,56,61,3,0
268,88,55,3,0
289,82,55,2,0
301,69,72,3,0
286,57,54,4,0
253,75,69,3,0
279,60,98,2,0
262,96,92,4,0
280,75,67,2,0
279,100,61,3,0
282,92,97,2,0
277,84,93,4,0
281,82,77,3,0
275,74,42,3,0
277,21,39,4,0
261,62,64,3,0
268,54,48,2,0
273,55,97,4,0
266,84,55,3,0
284,61,56,2,0
283,64,53,3,0
260,92,51,2,0
283,86,87,2,0
271,60,74,3,0
273,86,92,3,0
274,55,51,3,0
277,54,58,3,0
268,49,90,2,0
272,98,72,4,0
283,55,55,3,0
282,64,50,3,0
269,54,53,2,0
272,58,45,2,0
259,57,37,4,0
276,65,64,3,0
283,60,40,4,0
276,59,45,2,0
275,77,50,2,0
278,55,49,3,0
278,50,60,2,0
281,43,77,3,0
279,58,84,4,0
285,66,68,3,0
268,70,80,4,0
275,82,54,3,0
260,49,49,3,0
276,99,79,3,0
290,96,73,3,0
262,70,57,2,0
288,22,89,5,0
277,91,52,2,0
295,18,76,4,0
263,84,68,3,0
285,66,38,5,0
268,49,65,4,0
261,88,89,3,0
278,69,91,5,0
273,83,75,3,0
265,56,84,4,0
270,95,77,2,0
281,56,100,2,0
289,93,73,4,0
268,84,52,4,0
250,84,48,2,0
269,52,65,3,0
301,98,80,2,0
277,66,64,4,0
264,92,49,2,0
263,71,80,3,0
293,65,92,2,0
280,23,47,5,0
268,71,97,2,0
267,21,65,6,0
283,70,72,3,0
282,90,50,2,0
273,60,52,3,0
264,58,63,3,0
271,73,72,2,0
279,56,67,3,0
276,97,57,3,0
276,92,91,2,0
284,77,68,2,0
280,97,81,2,0
268,70,69,2,0
288,78,82,2,0
273,77,87,4,0
262,66,53,3,0
264,25,98,5,0
272,89,87,6,0
278,15,66,4,0
273,26,91,2,0
277,74,58,4,0
249,52,83,2,0
276,95,62,2,0
295,66,82,3,0
278,79,66,3,0
273,98,94,3,0
269,40,37,2,0
272,100,68,2,0
301,71,79,3,0
277,48,45,2,0
267,76,100,2,0
266,61,62,4,0
278,74,90,4,0
273,24,94,5,0
267,79,97,2,0
272,75,98,2,0
279,60,98,3,0
288,72,95,3,0
268,100,60,3,0
278,55,88,3,0
270,30,98,4,0
274,89,59,4,0
269,84,84,3,0
292,67,64,4,0
271,15,48,6,0
278,59,75,2,0
283,50,59,2,0
285,23,68,3,0
262,95,58,2,0
268,31,53,3,0
277,47,55,3,0
272,26,95,5,0
279,55,64,4,0
256,89,58,2,0
280,88,68,2,0
290,98,62,2,0
276,96,48,2,0
280,85,65,3,0
288,96,85,3,0
269,85,88,4,0
292,59,93,2,0
254,51,50,2,0
266,50,75,2,0
290,53,59,3,0
286,44,83,2,0
260,99,55,2,0
260,73,83,3,0
271,51,71,2,0
272,50,84,2,0
278,52,76,2,0
259,74,74,2,0
282,69,89,2,0
280,22,65,5,0
275,49,89,2,0
287,70,57,3,0
270,68,63,3,0
265,66,84,2,0
278,99,58,3,0
276,88,59,2,0
283,20,54,3,0
292,56,44,3,0
274,68,85,2,0
255,85,60,3,0
266,95,95,3,0
273,60,77,3,0
263,61,53,3,0
276,55,55,4,0
286,64,78,5,0
285,64,60,3,0
274,87,54,2,0
268,20,90,4,0
279,99,64,2,0
285,96,70,3,0
287,53,65,3,0
283,70,39,4,0
275,68,61,3,0
275,96,48,3,0
273,64,64,3,0
282,86,65,3,0
276,87,84,3,0
279,53,56,2,0
279,72,98,2,0
274,83,59,4,0
278,97,54,2,0
259,92,76,2,0
275,82,95,6,0
275,59,56,2,0
286,84,95,3,0
275,71,84,2,0
272,49,98,3,0
284,78,61,3,0
279,84,81,2,0
290,85,96,5,0
275,87,93,3,0
283,94,84,3,0
269,82,97,3,0
290,78,78,3,0
294,47,55,4,0
278,50,48,3,0
257,75,82,3,0
259,36,39,3,0
271,91,61,3,0
254,87,68,3,0
274,97,94,3,0
285,71,65,3,0
283,83,65,2,0
291,42,51,4,0
278,53,51,3,0
291,56,88,3,0
273,26,70,6,0
274,53,49,2,0
292,99,73,2,0
278,48,43,3,0
285,91,50,4,0
263,76,79,2,0
292,67,80,4,0
263,58,60,3,0
269,57,78,3,0
281,55,57,6,0
274,79,49,2,0
282,48,98,6,0
291,68,69,3,0
262,19,64,4,0
262,99,48,3,0
264,30,76,2,0
290,81,85,3,0
281,58,74,3,0
285,74,61,2,0
268,59,74,2,0
280,46,63,6,0
287,58,43,2,0
268,77,95,4,0
298,79,77,2,0
262,51,95,2,0
283,70,58,3,0
281,84,73,4,0
260,19,90,2,0
281,90,52,3,0
265,19,91,3,0
284,96,53,3,0
281,87,100,3,0
276,50,89,3,0
261,88,58,4,0
286,55,99,3,0
279,89,86,2,0
267,58,69,3,0
264,58,96,2,0
271,34,88,6,0
281,54,65,4,0
266,59,54,3,0
276,88,96,3,0
266,72,69,3,0
275,79,75,3,0
276,51,73,3,0
271,84,84,4,1
262,95,67,2,1
281,58,88,4,1
274,69,98,3,1
273,17,64,5,1
276,81,72,3,1
277,41,50,3,1
268,12,42,2,1
276,71,60,3,1
281,32,69,4,1
284,83,98,4,1
285,74,92,3,1
281,67,85,3,1
258,85,56,3,1
288,49,75,3,1
277,70,74,3,1
257,44,58,3,1
282,50,87,2,1
290,63,74,2,1
273,87,77,3,1
286,82,53,3,1
278,97,89,3,1
268,90,81,2,1
261,41,50,2,1
273,58,94,2,1
261,77,50,2,1
280,89,75,3,1
287,64,72,3,1
285,31,79,4,1
298,60,88,3,1
287,20,100,4,1
286,13,60,5,1
264,95,90,2,1
275,15,96,6,1
279,22,98,3,1
281,33,51,3,1
260,23,96,4,1
281,85,79,2,1
267,79,57,2,1
274,60,60,3,1
281,89,74,3,1
275,65,92,3,1
247,61,70,3,1
242,40,79,5,1
278,49,57,3,1
281,95,75,2,1
260,85,100,2,1
271,24,39,5,1
270,85,99,4,1
278,99,98,2,1
258,49,49,2,1
275,56,73,3,1
277,65,66,4,1
289,62,68,5,1
274,78,68,3,1
260,54,70,2,1
276,61,77,2,1
285,49,99,4,1
290,29,85,6,1
270,64,79,2,1
258,93,94,2,1
284,16,66,6,1
270,68,85,3,1
282,71,80,4,1
283,62,82,5,1
278,74,75,3,1
263,81,50,3,1
273,20,82,5,1
270,51,91,3,1
283,55,99,3,1
261,45,41,2,1
257,91,61,3,1
267,73,59,5,1
286,98,88,2,1
279,62,65,3,1
266,57,62,4,1
294,99,57,4,1
283,82,68,3,1
281,24,81,5,1
282,84,73,3,1
276,90,55,3,1
262,13,73,5,1
273,60,67,2,1
276,72,87,2,1
265,68,61,3,1
274,51,72,2,1
268,74,58,2,1
274,86,73,3,1
267,85,51,3,1
279,63,85,3,1
287,74,87,3,1
272,60,50,3,1
277,69,82,2,1
256,56,96,2,1
294,50,67,3,1
281,84,50,2,1
277,93,48,6,1
284,12,50,4,1
278,52,58,3,1
280,60,54,2,1
263,71,100,4,1
261,21,81,4,1
264,15,84,6,1
282,38,55,6,1
282,27,86,5,1
277,86,64,2,1
278,17,52,5,1
270,66,69,2,1
289,95,51,4,1
293,59,92,3,1
304,49,61,3,1
291,90,88,4,1
270,98,81,4,1
280,52,100,3,1
286,12,95,3,1
282,91,67,3,1
266,99,62,2,1
280,49,80,2,1
271,92,51,3,1
269,21,84,2,1
263,89,90,3,1
285,84,81,2,1
272,72,68,3,1
272,57,46,3,1
260,90,69,3,1
288,59,75,2,1
278,97,69,3,1
283,56,85,2,1
288,78,59,3,1
262,64,72,4,1
269,58,90,3,1
272,68,58,2,1
277,82,73,4,1
282,83,78,3,1
277,49,49,3,1
264,57,95,3,1
265,66,93,3,1
278,78,60,2,1
264,55,80,3,1
268,98,62,4,1
277,89,51,3,1
283,67,83,3,1
290,100,49,3,1
276,67,44,2,1
283,20,98,3,1
283,71,87,3,1
290,65,91,3,1
270,82,82,2,1
261,48,89,3,1
274,96,90,3,1
286,52,63,2,1
279,24,78,5,1
265,92,95,4,1
279,66,89,3,1
274,93,68,3,1
265,77,59,3,1
257,60,48,4,1
287,78,49,3,1
308,60,53,3,1
274,31,100,5,1
296,49,68,3,1
268,33,95,3,1
282,76,91,2,1
262,65,63,3,1
253,88,75,3,1
278,52,92,6,1
269,48,50,4,1
286,20,59,4,1
257,93,84,3,1
296,55,92,2,1
274,73,64,4,1
260,57,56,3,1
276,63,80,3,1
267,23,88,6,1
265,93,53,2,1
279,78,86,3,1
275,75,73,3,1
278,61,82,3,1
276,36,97,3,1
272,59,67,3,1
284,78,63,3,1
278,93,53,2,1
294,67,72,3,1
268,52,63,2,1
290,69,95,2,1
264,25,80,4,1
256,40,43,3,1
266,98,83,3,1
266,92,89,4,1
283,57,98,2,1
295,81,52,3,1
277,56,67,3,1
263,86,71,4,1
267,74,90,2,1
271,57,61,5,1
275,90,64,3,1
281,80,57,2,1
286,22,80,5,1
289,73,84,2,1
296,48,47,3,1
274,52,94,3,1
282,53,71,3,1
264,97,48,3,1
256,97,54,2,1
278,54,88,4,1
274,99,70,4,1
279,79,76,4,1
261,71,54,3,1
278,82,76,3,1
302,60,70,4,1
276,17,88,4,1
275,73,60,3,1
282,69,54,3,1
273,86,61,2,1
280,67,55,2,1
265,25,96,4,1
275,65,66,2,1
267,81,56,3,1
281,58,53,3,1
270,14,57,5,1
270,15,37,3,1
276,98,51,2,1
265,91,50,3,1
277,86,71,3,1
284,56,63,2,1
277,58,77,6,1
263,54,64,2,1
276,59,99,3,1
273,92,88,4,1
279,82,80,3,1
266,86,68,2,1
265,66,77,3,1
284,85,66,3,1
285,80,60,2,1
287,99,61,3,1
269,25,45,5,1
282,93,99,3,1
